0mM,0mM,0mM,0mM,0mM,0mM,50mM,50mM,50mM,50mM,50mM,50mM,100mM,100mM,100mM,100mM,100mM,100mM,150mM,150mM,150mM,150mM,150mM,150mM,200mM,200mM,200mM,200mM,200mM,200mM,250mM,250mM,250mM,250mM,250mM,250mM,300mM,300mM,300mM,300mM,300mM,300mM,350mM,350mM,350mM,350mM,350mM,350mM,400mM,400mM,400mM,400mM,400mM,400mM
-4.28,3.06,1.23,1.22,14.04,0.611,-23.81,-29.92,-16.49,-4.28,-12.82,-1.83,-6.71,-6.1,-4.28,-2.44,0,-0.61,-29.92,-16.49,-4.28,-12.82,-1.83,-4.88,2.44,-0.61,4.28,-4.27,-3.05,0,7.33,11.6,-5.5,7.94,-3.05,-12.22,-1.23,-1.22,-2.44,0.61,-0.61,7.94,4.89,1.84,10.38,-14.66,1.22,7.94,3.06,-1.84,-2.44,-0.61,-2.45,4.88
-4.28,3.67,1.23,1.83,15.26,1.222,-23.2,-29.92,-16.49,-3.66,-12.21,-1.22,-4.27,-6.1,-4.28,-2.44,0.61,-0.61,-29.92,-16.49,-3.66,-12.21,-1.22,-4.88,3.05,-1.22,4.28,-4.27,-3.66,0.61,6.72,11.6,-5.5,8.55,-3.05,-12.22,-1.23,-0.61,-2.44,0,0,7.94,5.5,1.84,10.38,-14.05,1.22,7.94,2.45,-1.23,-2.44,-1.22,-2.45,4.27
-4.28,3.06,0.62,1.22,15.26,1.222,-23.2,-29.92,-16.49,-3.66,-12.21,-1.83,-4.27,-6.1,-4.28,-1.83,0.61,0,-29.92,-16.49,-3.66,-12.21,-1.83,-4.88,3.05,-1.22,4.28,-4.88,-3.66,0.61,6.72,11.6,-4.89,7.94,-2.44,-11.61,-1.23,-0.61,-1.83,0.61,0,9.16,5.5,1.22,10.38,-14.05,1.83,7.94,2.45,-1.84,-1.83,-0.61,-2.45,4.88
-4.28,3.06,0.62,1.22,14.65,0.611,-21.98,-28.09,-10.99,-2.44,-10.38,0,-4.27,-6.1,-4.28,-2.44,0.61,-0.61,-28.09,-10.99,-2.44,-10.38,0,-3.66,3.66,-1.22,4.28,-4.27,-3.05,0,7.33,11.6,-4.89,8.55,-2.44,-11.61,-1.23,0,-1.83,0.61,0,8.55,4.89,1.84,10.38,-14.66,1.22,8.55,3.06,-1.23,-2.44,-0.61,-2.45,4.88
-4.28,3.67,0.62,1.22,14.04,0,-73.89,-87.32,-82.44,-42.14,-64.73,-64.12,-58.62,-42.74,-90.99,-71.44,-65.95,-65.34,-87.32,-82.44,-42.14,-64.73,-64.12,-53.12,-80.61,-83.66,-68.39,-81.21,-68.39,-70.22,-89.15,-72.67,-83.05,-83.05,-78.77,-71.45,-93.43,-93.42,-77.55,-85.49,-75.11,-68.4,-70.22,-46.41,-47.63,-76.34,-51.91,-65.95,-54.35,-56.18,-41.52,-39.69,-26.87,19.54
-4.89,3.67,2.45,1.83,13.43,0,-75.11,-89.15,-83.66,-42.75,-65.34,-64.12,-61.67,-46.41,-91.6,-72.05,-67.17,-65.34,-89.15,-83.66,-42.75,-65.34,-64.12,-54.35,-81.83,-85.49,-67.78,-84.27,-69,-70.22,-90.37,-73.89,-84.88,-83.05,-79.38,-73.28,-94.04,-93.42,-78.16,-85.49,-75.72,-68.4,-69.61,-45.8,-47.02,-76.34,-52.52,-66.56,-54.35,-59.24,-42.13,-39.08,-27.48,17.1
-4.28,3.06,4.89,3.05,13.43,0,-76.94,-90.38,-85.49,-42.75,-65.34,-64.73,-63.5,-50.68,-92.21,-72.05,-68.39,-66.56,-90.38,-85.49,-42.75,-65.34,-64.73,-56.18,-83.05,-86.71,-68.39,-88.54,-70.22,-71.44,-91.6,-75.11,-86.11,-83.66,-79.99,-75.72,-93.43,-93.42,-78.16,-84.88,-76.33,-68.4,-69.61,-45.8,-47.02,-76.34,-52.52,-66.56,-55.57,-62.9,-43.97,-39.08,-28.09,14.66
-1.83,4.28,5.5,3.67,12.82,-0.61,-77.55,-91.6,-87.32,-42.75,-65.95,-65.34,-65.95,-54.35,-92.82,-72.66,-69.61,-67.17,-91.6,-87.32,-42.75,-65.95,-65.34,-57.4,-83.66,-87.32,-69,-92.2,-72.05,-72.66,-91.6,-75.72,-87.33,-83.66,-80.6,-76.95,-94.04,-93.42,-78.16,-85.49,-76.33,-68.4,-69,-45.8,-47.63,-76.95,-53.74,-66.56,-56.79,-65.95,-46.41,-40.3,-29.93,12.21
-1.22,4.28,5.5,3.67,12.21,-1.221,-78.16,-92.21,-87.94,-42.75,-65.95,-65.34,-67.78,-58.01,-94.04,-72.66,-70.83,-67.78,-92.21,-87.94,-42.75,-65.95,-65.34,-58.62,-84.27,-88.54,-70.22,-95.87,-73.88,-72.66,-92.82,-75.72,-87.94,-83.66,-81.21,-78.78,-93.43,-93.42,-79.38,-86.1,-76.33,-68.4,-70.22,-47.02,-50.69,-77.56,-56.18,-66.56,-58.01,-67.79,-47.02,-40.91,-31.15,10.38
-1.83,3.67,5.5,3.67,11.6,-1.221,-78.77,-92.21,-88.55,-42.75,-66.56,-65.95,-69.61,-61.06,-95.27,-73.27,-72.06,-68.39,-92.21,-88.55,-42.75,-66.56,-65.95,-59.84,-84.89,-89.76,-70.83,-97.7,-75.72,-73.88,-92.82,-77.56,-88.55,-84.27,-81.82,-80,-94.04,-93.42,-82.44,-85.49,-74.5,-68.4,-71.45,-48.85,-52.52,-78.78,-58.01,-67.17,-59.23,-69.62,-48.85,-41.52,-32.37,8.55
-3.67,2.45,4.89,3.05,10.99,-1.221,-79.38,-93.43,-89.77,-43.36,-66.56,-65.95,-71.44,-62.9,-96.49,-73.27,-72.06,-69.61,-93.43,-89.77,-43.36,-66.56,-65.95,-60.45,-85.5,-90.37,-71.44,-99.53,-76.33,-73.88,-93.43,-77.56,-89.16,-83.66,-82.43,-80.61,-95.27,-93.42,-82.44,-86.1,-75.11,-67.78,-73.28,-50.07,-53.74,-79.39,-59.85,-67.78,-59.23,-70.23,-50.07,-42.13,-33.59,7.33
-4.28,2.45,4.28,3.05,10.99,-1.829,-79.99,-94.04,-89.77,-43.97,-67.17,-65.95,-72.05,-64.73,-97.1,-73.27,-72.67,-70.22,-94.04,-89.77,-43.97,-67.17,-65.95,-62.28,-85.5,-90.98,-72.66,-100.75,-76.94,-74.5,-93.43,-78.17,-89.16,-84.27,-83.04,-83.66,-96.49,-93.42,-83.66,-86.1,-76.94,-69.62,-75.11,-51.29,-55.57,-80,-62.9,-67.78,-59.84,-71.45,-51.29,-42.13,-34.2,6.72
-6.72,1.22,3.67,2.44,10.99,-1.221,-78.77,-94.04,-89.77,-43.97,-66.56,-65.95,-73.27,-64.73,-97.71,-73.27,-73.89,-70.83,-94.04,-89.77,-43.97,-66.56,-65.95,-62.28,-85.5,-91.6,-72.66,-101.98,-77.55,-74.5,-93.43,-78.78,-89.77,-84.27,-83.04,-84.88,-97.1,-93.42,-84.27,-84.88,-79.39,-71.45,-76.33,-52.51,-56.18,-80.61,-63.51,-67.78,-59.84,-71.45,-51.9,-42.13,-35.42,5.5
-7.33,0.61,3.06,2.44,10.99,-1.829,-79.99,-94.65,-89.77,-43.97,-67.17,-66.56,-73.27,-65.95,-98.32,-72.66,-73.89,-70.83,-94.65,-89.77,-43.97,-67.17,-66.56,-62.28,-85.5,-92.21,-72.66,-101.36,-76.94,-75.11,-93.43,-78.17,-89.77,-83.66,-83.04,-85.49,-98.32,-93.42,-85.49,-86.1,-81.83,-73.28,-76.94,-53.73,-57.4,-81.22,-63.51,-68.39,-60.45,-72.06,-52.51,-42.13,-35.42,4.88
-7.94,0,2.45,1.83,10.38,-1.221,-79.38,-94.04,-89.77,-43.97,-67.17,-65.95,-73.88,-66.56,-98.32,-73.27,-73.89,-71.44,-94.04,-89.77,-43.97,-67.17,-65.95,-62.9,-85.5,-92.21,-73.89,-102.59,-77.55,-75.11,-94.04,-78.78,-89.77,-83.05,-83.66,-85.49,-98.93,-94.04,-86.1,-87.93,-83.66,-75.11,-78.77,-53.73,-58.01,-81.22,-64.73,-67.78,-60.45,-71.45,-53.13,-42.74,-36.03,4.27
-8.55,0,2.45,1.83,10.99,-1.221,-79.99,-94.04,-89.77,-43.97,-67.17,-66.56,-73.88,-65.95,-98.93,-73.27,-73.28,-70.83,-94.04,-89.77,-43.97,-67.17,-66.56,-62.9,-85.5,-91.6,-73.27,-101.98,-77.55,-75.72,-94.04,-78.78,-88.55,-83.05,-83.04,-85.49,-99.54,-94.04,-86.1,-89.76,-85.49,-75.72,-79.38,-54.96,-58.01,-81.22,-65.34,-67.78,-60.45,-72.06,-52.51,-42.13,-35.42,4.27
-8.55,-0.61,2.45,1.83,11.6,-1.221,-79.38,-93.43,-89.77,-43.97,-67.17,-66.56,-73.27,-65.34,-98.93,-73.27,-73.28,-71.44,-93.43,-89.77,-43.97,-67.17,-66.56,-62.9,-84.89,-90.98,-73.27,-101.98,-76.94,-75.72,-94.04,-78.78,-88.55,-83.05,-83.04,-85.49,-99.54,-95.26,-86.71,-92.21,-86.71,-77.55,-79.99,-54.96,-58.62,-81.83,-65.34,-67.78,-61.67,-71.45,-53.13,-41.52,-35.42,4.88
-8.55,-0.61,2.45,1.83,11.6,-0.61,-78.77,-94.04,-89.16,-43.36,-67.17,-66.56,-72.66,-64.73,-98.93,-73.27,-72.67,-70.83,-94.04,-89.16,-43.36,-67.17,-66.56,-62.9,-84.27,-90.37,-73.27,-101.98,-76.94,-75.11,-93.43,-78.78,-88.55,-83.05,-84.27,-84.88,-100.76,-95.26,-86.1,-92.82,-87.93,-78.17,-80.61,-54.96,-58.01,-81.83,-65.95,-68.39,-61.06,-70.23,-52.51,-40.91,-35.42,5.5
-9.16,-0.61,2.45,1.83,12.21,-0.61,-78.77,-94.04,-88.55,-43.97,-67.17,-65.95,-72.05,-63.51,-98.93,-72.66,-72.67,-70.22,-94.04,-88.55,-43.97,-67.17,-65.95,-62.9,-84.27,-90.37,-73.27,-101.36,-76.33,-75.11,-93.43,-79.39,-87.94,-81.83,-83.04,-84.27,-100.76,-95.26,-86.71,-94.04,-88.55,-78.78,-80.61,-54.96,-58.01,-81.83,-65.95,-68.39,-60.45,-69.01,-52.51,-40.3,-34.81,6.72
-9.16,-0.61,3.06,2.44,12.82,-0.61,-78.16,-92.82,-87.94,-43.97,-67.17,-65.95,-71.44,-62.28,-98.93,-72.66,-72.06,-69.61,-92.82,-87.94,-43.97,-67.17,-65.95,-62.28,-83.66,-88.54,-73.27,-100.75,-75.72,-75.11,-92.82,-78.78,-86.72,-81.83,-83.04,-83.05,-100.76,-95.87,-87.32,-94.65,-88.55,-79.39,-80.61,-54.96,-58.01,-82.44,-65.34,-68.39,-60.45,-67.79,-51.9,-39.69,-34.2,8.55
-9.16,-0.61,3.06,1.83,14.04,0,-78.16,-93.43,-87.94,-44.58,-67.78,-65.95,-69.61,-60.45,-98.32,-72.66,-70.83,-69,-93.43,-87.94,-44.58,-67.78,-65.95,-61.67,-83.66,-87.93,-72.66,-99.53,-75.11,-74.5,-92.82,-79.39,-86.72,-81.83,-83.04,-81.83,-100.15,-95.87,-86.71,-95.26,-88.55,-80,-80.61,-54.96,-58.01,-81.83,-65.95,-67.78,-59.84,-66.57,-51.29,-39.69,-33.59,10.38
-9.16,-0.61,3.06,1.83,14.04,0.611,-76.94,-92.21,-86.71,-43.97,-66.56,-65.95,-68.39,-58.62,-97.1,-72.66,-69.61,-68.39,-92.21,-86.71,-43.97,-66.56,-65.95,-62.28,-83.05,-87.32,-72.05,-98.31,-75.11,-73.88,-92.21,-80,-86.72,-81.83,-83.04,-81.83,-100.15,-96.48,-86.1,-95.87,-89.16,-80.61,-80.61,-54.96,-57.4,-82.44,-65.95,-67.78,-59.23,-65.34,-51.29,-38.47,-32.98,11.6
-8.55,-0.61,3.06,2.44,14.65,1.222,-76.33,-92.21,-86.1,-43.97,-67.17,-65.34,-67.78,-56.79,-96.49,-72.05,-68.39,-67.17,-92.21,-86.1,-43.97,-67.17,-65.34,-61.06,-82.44,-86.71,-72.66,-97.7,-75.11,-73.88,-90.98,-79.39,-85.5,-81.22,-82.43,-80,-100.15,-96.48,-86.1,-96.48,-89.77,-80.61,-80.61,-54.34,-57.4,-81.83,-65.34,-67.17,-58.62,-64.12,-50.07,-37.86,-32.37,14.04
-7.33,0,3.06,1.83,14.65,1.222,-75.72,-91.6,-84.88,-43.36,-66.56,-65.95,-66.56,-54.96,-95.88,-72.05,-67.17,-66.56,-91.6,-84.88,-43.36,-66.56,-65.95,-60.45,-82.44,-84.88,-71.44,-95.87,-73.88,-73.88,-90.37,-79.39,-84.88,-80.61,-81.82,-79.39,-98.93,-97.09,-86.71,-96.48,-89.16,-80.61,-79.99,-53.73,-56.79,-82.44,-65.34,-67.17,-58.01,-62.29,-49.46,-37.25,-31.15,15.88
-7.33,0,3.67,2.44,15.26,1.832,-74.5,-90.38,-84.27,-43.36,-66.56,-65.34,-64.72,-53.12,-94.04,-71.44,-65.95,-65.34,-90.38,-84.27,-43.36,-66.56,-65.34,-59.84,-81.83,-84.27,-70.83,-94.65,-73.27,-73.27,-89.15,-78.78,-83.66,-80,-80.6,-77.56,-98.32,-96.48,-86.1,-95.87,-89.16,-81.22,-79.38,-53.12,-56.79,-80.61,-64.73,-66.56,-57.4,-61.07,-48.24,-36.02,-29.93,17.1
-7.33,1.22,3.67,2.44,15.87,3.051,-73.89,-90.38,-83.05,-42.75,-66.56,-64.73,-62.89,-51.29,-93.43,-71.44,-64.12,-64.12,-90.38,-83.05,-42.75,-66.56,-64.73,-58.62,-81.83,-82.44,-70.22,-93.43,-73.27,-72.66,-88.54,-78.78,-83.05,-80,-79.99,-76.95,-97.71,-96.48,-86.1,-95.26,-89.77,-80.61,-78.16,-52.51,-55.57,-81.22,-64.73,-67.17,-57.4,-60.46,-46.41,-36.02,-28.09,18.93
-6.72,1.22,3.67,2.44,17.09,3.661,-72.67,-89.76,-81.83,-42.75,-66.56,-64.73,-61.67,-48.85,-92.21,-71.44,-62.29,-62.89,-89.76,-81.83,-42.75,-66.56,-64.73,-58.01,-81.83,-81.21,-69,-91.59,-72.66,-72.66,-87.93,-78.78,-82.44,-80,-79.99,-75.72,-96.49,-95.87,-85.49,-94.65,-89.16,-80,-78.16,-51.9,-54.96,-80.61,-64.12,-66.56,-56.79,-59.85,-45.8,-34.8,-27.48,20.15
-6.11,1.83,4.28,1.83,17.7,4.271,-71.44,-88.54,-80.61,-42.75,-66.56,-65.34,-60.45,-47.02,-90.99,-70.83,-61.06,-61.67,-88.54,-80.61,-42.75,-66.56,-65.34,-56.79,-81.22,-79.99,-69,-90.37,-72.05,-72.66,-86.71,-78.17,-81.22,-79.38,-78.77,-74.5,-96.49,-96.48,-85.49,-94.04,-88.55,-79.39,-76.94,-50.68,-54.35,-80.61,-64.12,-65.95,-56.18,-58.02,-44.58,-33.58,-25.65,21.37
-5.5,1.83,4.28,2.44,18.31,4.881,-70.83,-88.54,-79.39,-42.75,-65.95,-64.12,-59.84,-45.19,-89.77,-70.83,-59.23,-60.45,-88.54,-79.39,-42.75,-65.95,-64.12,-55.57,-80.61,-79.38,-68.39,-88.54,-72.05,-72.05,-86.1,-78.17,-80.61,-79.38,-78.16,-72.67,-95.27,-95.26,-84.27,-92.82,-88.55,-78.78,-76.33,-50.07,-53.13,-80.61,-62.9,-66.56,-55.57,-57.41,-42.74,-32.97,-23.82,22.59
-4.89,3.06,4.89,2.44,19.54,6.111,-69.61,-87.93,-77.55,-41.52,-65.95,-63.51,-58.01,-43.35,-87.94,-70.22,-58.01,-58.62,-87.93,-77.55,-41.52,-65.95,-63.51,-55.57,-80,-78.16,-67.17,-87.32,-71.44,-72.05,-85.49,-78.17,-80,-78.77,-76.94,-72.06,-94.65,-95.26,-83.66,-91.6,-87.32,-78.17,-75.72,-48.24,-51.91,-79.39,-62.9,-65.95,-54.96,-56.8,-42.13,-31.75,-21.99,23.81
-3.67,3.67,5.5,3.05,20.76,6.721,-68.39,-87.32,-76.33,-42.14,-65.95,-64.12,-57.4,-41.52,-86.11,-69.61,-56.79,-57.4,-87.32,-76.33,-42.14,-65.95,-64.12,-54.35,-80,-77.55,-66.56,-86.1,-70.22,-72.05,-84.27,-78.17,-80,-78.77,-76.33,-70.84,-92.82,-94.65,-83.05,-90.99,-86.1,-77.55,-74.5,-43.96,-51.3,-79.39,-61.68,-65.95,-54.96,-55.57,-40.91,-31.14,-20.77,24.43
-2.45,4.28,6.11,3.05,21.98,7.331,-66.56,-86.1,-75.11,-41.52,-65.34,-62.9,-56.17,-39.69,-84.88,-69.61,-54.96,-56.18,-86.1,-75.11,-41.52,-65.34,-62.9,-53.12,-80,-76.94,-65.95,-84.27,-69.61,-70.83,-83.66,-77.56,-79.39,-78.16,-75.72,-69.62,-92.21,-94.65,-83.66,-89.15,-85.49,-76.33,-73.28,-43.96,-50.08,-79.39,-61.07,-65.34,-54.35,-54.96,-39.08,-29.92,-18.32,25.04
-1.83,4.89,6.11,3.05,23.2,7.941,-65.34,-84.88,-73.28,-42.14,-65.34,-62.9,-55.56,-38.47,-83.66,-69.61,-53.74,-54.96,-84.88,-73.28,-42.14,-65.34,-62.9,-52.51,-79.39,-76.33,-65.34,-82.43,-69,-70.22,-82.44,-76.94,-78.17,-77.55,-74.5,-68.4,-90.38,-93.42,-82.44,-88.54,-84.27,-75.72,-72.06,-45.19,-48.24,-78.78,-61.07,-65.34,-53.73,-53.74,-37.86,-29.31,-16.49,26.26
-0.61,6.11,7.33,3.67,24.42,9.161,-64.12,-83.66,-71.45,-40.91,-64.73,-62.29,-54.34,-37.25,-81.83,-69,-52.51,-54.35,-83.66,-71.45,-40.91,-64.73,-62.29,-51.9,-79.39,-75.72,-65.34,-81.82,-68.39,-70.22,-81.83,-76.94,-77.56,-76.94,-73.27,-67.79,-89.77,-93.42,-82.44,-86.71,-83.66,-74.5,-70.83,-45.19,-47.63,-78.78,-60.46,-64.72,-53.12,-53.13,-36.64,-28.7,-14.66,27.48
1.22,6.72,7.94,4.28,26.25,10.381,-61.67,-83.05,-70.23,-41.52,-64.12,-62.29,-53.73,-36.64,-80.61,-67.78,-51.29,-52.51,-83.05,-70.23,-41.52,-64.12,-62.29,-50.68,-78.78,-74.5,-64.11,-79.99,-67.78,-70.22,-81.21,-76.94,-76.95,-76.33,-72.66,-66.56,-88.55,-93.42,-82.44,-84.88,-82.44,-73.89,-70.22,-43.96,-47.02,-78.17,-59.85,-64.11,-53.12,-53.13,-35.42,-28.09,-13.44,28.09
3.05,7.94,8.55,4.89,27.47,11.601,-60.45,-81.83,-68.39,-40.91,-64.12,-61.07,-52.51,-34.81,-79.39,-67.78,-49.46,-52.51,-81.83,-68.39,-40.91,-64.12,-61.07,-50.07,-78.78,-73.89,-62.89,-78.16,-67.78,-69.61,-79.38,-76.33,-75.73,-76.33,-71.44,-65.34,-87.33,-92.81,-82.44,-83.05,-80.61,-72.06,-68.39,-43.35,-45.19,-78.17,-59.24,-64.11,-51.9,-51.91,-34.2,-26.25,-11.61,29.31
4.88,8.55,9.16,4.89,29.31,12.211,-59.23,-81.22,-67.17,-40.91,-64.12,-61.07,-51.9,-33.58,-78.78,-67.17,-48.24,-50.68,-81.22,-67.17,-40.91,-64.12,-61.07,-49.46,-78.17,-73.89,-62.89,-76.94,-64.73,-69,-78.77,-75.72,-75.11,-75.72,-70.83,-64.12,-86.11,-92.2,-81.83,-81.22,-79.39,-71.45,-67.17,-42.74,-43.36,-77.56,-58.01,-64.11,-51.29,-50.69,-33.58,-26.25,-9.77,30.53
6.71,10.38,11,5.5,30.53,13.431,-57.4,-79.99,-65.95,-40.3,-63.51,-60.46,-51.29,-32.97,-77.56,-66.56,-48.24,-50.07,-79.99,-65.95,-40.3,-63.51,-60.46,-48.85,-77.56,-72.67,-62.28,-75.72,-64.73,-68.39,-78.16,-75.72,-74.5,-75.72,-69,-62.9,-84.88,-91.59,-81.22,-79.38,-77.55,-70.23,-65.34,-43.35,-42.75,-77.56,-58.01,-63.5,-50.68,-50.08,-31.75,-25.03,-8.55,31.14
8.55,10.99,11.61,6.11,31.75,14.041,-56.18,-78.77,-64.12,-39.69,-63.51,-60.46,-50.68,-31.75,-76.34,-65.95,-47.02,-49.46,-78.77,-64.12,-39.69,-63.51,-60.46,-48.24,-77.56,-72.05,-61.67,-73.89,-64.11,-67.78,-77.55,-75.11,-73.89,-75.11,-68.39,-61.68,-84.27,-91.59,-80.61,-78.16,-75.72,-69.01,-63.51,-43.35,-40.92,-76.95,-57.4,-63.5,-50.07,-50.08,-31.14,-24.42,-7.33,31.75
11.6,12.83,12.83,7.33,32.97,14.651,-53.74,-77.55,-62.9,-39.08,-62.89,-59.24,-49.46,-31.14,-75.72,-65.33,-45.8,-48.85,-77.55,-62.9,-39.08,-62.89,-59.24,-47.63,-77.56,-72.05,-61.06,-73.27,-64.11,-67.78,-76.94,-75.72,-73.28,-74.5,-67.78,-61.68,-83.05,-90.98,-80.61,-75.72,-73.89,-67.17,-61.68,-42.74,-39.08,-76.34,-56.79,-62.89,-50.07,-49.47,-29.92,-24.42,-6.11,32.36
13.43,13.44,14.05,7.94,33.58,15.881,-52.51,-76.94,-61.68,-39.08,-62.89,-58.62,-49.46,-30.53,-75.11,-64.72,-44.58,-48.24,-76.94,-61.68,-39.08,-62.89,-58.62,-47.02,-76.95,-72.05,-60.45,-72.05,-62.89,-67.17,-76.33,-75.11,-72.67,-73.89,-66.56,-60.46,-82.44,-91.59,-80.61,-73.28,-70.84,-66.56,-59.84,-42.13,-37.86,-75.73,-56.18,-62.89,-48.85,-48.86,-29.31,-23.81,-4.89,32.36
15.87,15.27,15.27,9.16,35.41,16.491,-51.9,-75.72,-61.07,-39.08,-62.28,-58.01,-48.24,-29.31,-73.28,-64.11,-43.97,-47.63,-75.72,-61.07,-39.08,-62.28,-58.01,-46.41,-76.34,-71.44,-60.45,-70.83,-62.28,-66.56,-75.72,-74.5,-72.06,-73.89,-65.95,-59.24,-81.22,-90.98,-80,-71.44,-70.23,-65.34,-58.01,-41.52,-36.64,-75.73,-55.57,-62.28,-48.85,-48.25,-28.09,-23.2,-3.67,33.59
18.93,17.1,17.1,10.38,36.02,17.711,-50.68,-74.5,-59.85,-37.86,-62.28,-57.4,-47.63,-28.7,-73.28,-64.72,-43.36,-47.02,-74.5,-59.85,-37.86,-62.28,-57.4,-45.8,-76.34,-70.22,-59.84,-69.61,-61.67,-66.56,-75.72,-74.5,-72.06,-73.28,-64.72,-58.63,-80,-90.37,-79.38,-70.83,-67.78,-63.51,-56.18,-40.3,-34.81,-75.11,-54.96,-61.67,-47.63,-47.64,-27.48,-23.2,-3.06,33.59
21.98,18.32,18.93,11.6,36.63,17.711,-48.85,-73.89,-58.62,-37.86,-62.28,-56.79,-47.63,-28.09,-72.06,-63.5,-42.74,-47.02,-73.89,-58.62,-37.86,-62.28,-56.79,-45.8,-75.73,-69.61,-59.23,-69,-61.06,-65.95,-74.5,-73.89,-70.84,-72.06,-64.11,-58.02,-80,-90.37,-79.38,-69,-65.95,-62.29,-53.74,-39.69,-33.59,-74.5,-54.35,-61.67,-47.02,-47.02,-26.87,-21.98,-1.84,34.2
25.03,20.15,20.77,13.44,37.24,18.321,-47.63,-72.67,-58.01,-37.25,-61.67,-56.79,-47.02,-27.48,-72.06,-63.5,-41.52,-45.8,-72.67,-58.01,-37.25,-61.67,-56.79,-45.19,-75.73,-69.61,-58.62,-68.39,-61.06,-65.95,-73.89,-73.89,-70.23,-72.06,-62.89,-57.4,-79.39,-89.76,-78.16,-68.39,-64.73,-61.07,-52.52,-39.69,-32.37,-73.28,-53.74,-61.06,-46.41,-46.41,-26.26,-21.98,-1.84,34.81
28.09,22.6,22.6,14.66,38.47,19.541,-47.02,-72.06,-57.4,-37.25,-61.06,-55.57,-46.4,-26.87,-70.84,-62.28,-40.3,-45.8,-72.06,-57.4,-37.25,-61.06,-55.57,-44.58,-74.5,-69.61,-58.62,-67.17,-60.45,-65.34,-73.28,-73.28,-69.62,-71.45,-62.28,-56.79,-78.17,-89.15,-77.55,-67.17,-63.51,-60.46,-51.29,-38.47,-31.15,-73.28,-52.52,-61.06,-45.19,-45.8,-25.65,-21.37,-0.61,34.81
31.14,23.82,23.82,16.49,39.08,20.151,-45.8,-71.44,-56.79,-37.25,-61.06,-55.57,-45.79,-26.87,-70.23,-62.89,-40.3,-45.8,-71.44,-56.79,-37.25,-61.06,-55.57,-43.96,-74.5,-69,-58.62,-66.56,-59.84,-64.72,-72.67,-72.67,-69.62,-70.84,-61.67,-56.18,-77.56,-88.54,-76.94,-66.56,-62.9,-58.62,-48.85,-37.86,-29.92,-73.28,-51.91,-61.06,-45.19,-45.19,-25.04,-21.37,-0.61,34.81
32.97,25.65,26.26,18.93,39.69,20.761,-44.58,-70.22,-55.57,-36.64,-60.45,-54.96,-45.79,-26.26,-69.62,-61.67,-39.08,-45.19,-70.22,-55.57,-36.64,-60.45,-54.96,-43.35,-73.89,-69,-58.01,-65.34,-60.45,-64.72,-72.67,-72.06,-69.01,-70.22,-61.06,-56.18,-77.56,-89.15,-76.94,-65.95,-61.68,-56.79,-47.63,-36.64,-28.7,-72.67,-51.3,-60.45,-44.57,-44.58,-24.42,-21.37,1.22,36.03
35.42,27.48,28.71,20.76,40.3,21.371,-44.58,-70.22,-55.57,-36.03,-61.06,-54.35,-45.18,-25.65,-68.4,-61.67,-38.47,-45.19,-70.22,-55.57,-36.03,-61.06,-54.35,-43.35,-73.89,-69,-58.01,-65.34,-59.23,-64.11,-72.67,-72.67,-68.4,-69.61,-59.84,-54.96,-76.95,-88.54,-76.33,-65.34,-60.46,-55.57,-46.41,-36.03,-27.48,-72.06,-50.69,-60.45,-43.96,-44.58,-24.42,-21.37,1.22,36.03
37.25,29.31,30.54,22.6,42.13,21.981,-42.74,-69,-54.35,-35.42,-60.45,-53.74,-44.57,-25.03,-68.4,-61.06,-37.86,-43.96,-69,-54.35,-35.42,-60.45,-53.74,-42.13,-73.89,-68.39,-57.4,-64.11,-58.62,-64.11,-72.05,-72.06,-67.79,-69,-59.23,-54.96,-76.34,-88.54,-75.72,-62.9,-59.23,-54.96,-46.41,-35.41,-27.48,-71.45,-49.47,-59.23,-43.35,-43.97,-23.81,-20.76,1.83,36.03
39.69,30.54,32.37,25.04,43.35,21.981,-42.13,-68.39,-53.74,-35.42,-59.84,-52.52,-43.96,-24.42,-68.4,-61.06,-38.47,-43.96,-68.39,-53.74,-35.42,-59.84,-52.52,-42.74,-72.67,-67.78,-57.4,-63.5,-58.01,-63.5,-71.44,-71.45,-67.79,-68.39,-58.01,-53.74,-75.72,-87.93,-75.11,-61.67,-58.62,-53.13,-44.58,-34.8,-25.65,-70.23,-48.85,-59.23,-42.74,-43.97,-23.2,-20.15,1.83,36.64
40.3,32.37,34.2,26.87,44.57,23.201,-41.52,-67.78,-53.74,-34.81,-59.84,-51.91,-43.96,-24.42,-67.18,-60.45,-37.25,-43.35,-67.78,-53.74,-34.81,-59.84,-51.91,-42.13,-72.67,-67.78,-56.79,-62.28,-58.01,-63.5,-71.44,-70.23,-67.18,-67.17,-58.01,-54.35,-75.11,-87.32,-74.5,-61.06,-57.4,-52.52,-43.36,-34.19,-24.43,-70.23,-48.24,-58.62,-42.13,-42.75,-22.59,-19.54,2.44,36.64
