0mM,0mM,0mM,0mM,0mM,0mM,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,100mM,100mM,100mM,100mM,100mM,100mM,150mM,150mM,150mM,150mM,150mM,150mM,200mM,200mM,200mM,200mM,200mM,200mM,250mM,250mM,250mM,250mM,250mM,250mM,300mM,300mM,300mM,300mM,300mM,300mM,350mM,350mM,350mM,350mM,350mM,350mM,400mM,400mM,400mM,400mM,400mM,400mM
54.96,55.57,57.41,55.57,47.02,29.311,-23.2,-48.24,5.49,-45.8,-51.91,0.61,-13.44,-11,-13.43,-12.821,-27.48,-1.83,-20.15,3.67,-42.749,-43.97,-39.7,-38.47,64.72,28.7,-26.87,-4.89,-8.55,-6.11,12.21,-23.2,-51.9,-16.48,-45.8,-29.31,-22.59,-17.7,-21.37,-20.76,-18.93,-42.74,-50.07,-62.9,-81.83,-17.1,-76.33,-8.55,-39.69,-69.01,-45.8,-37.86,-42.749,-43.97
55.57,55.57,58.02,56.18,47.02,29.311,-23.2,-48.85,5.49,-45.8,-51.91,0.61,-13.44,-10.39,-12.82,-12.821,-27.48,-2.44,-18.93,3.67,-42.749,-43.36,-39.7,-38.47,64.11,29.32,-26.87,-3.66,-7.94,-5.5,12.21,-23.2,-51.29,-17.1,-45.19,-29.31,-23.2,-17.09,-21.37,-20.76,-18.93,-42.13,-50.07,-63.51,-81.83,-17.1,-76.33,-7.94,-39.69,-70.23,-45.8,-38.47,-42.749,-43.36
56.18,55.57,58.02,56.18,47.02,29.921,-23.81,-49.46,5.49,-45.8,-51.91,0.61,-13.44,-10.39,-12.82,-12.821,-27.48,-1.22,-19.54,3.67,-42.749,-43.36,-39.7,-38.47,64.72,28.7,-26.87,-3.66,-7.33,-4.89,12.82,-23.2,-51.29,-16.48,-45.8,-29.31,-23.2,-17.7,-21.99,-20.76,-19.54,-42.74,-50.07,-62.9,-81.83,-17.1,-75.72,-7.33,-39.69,-69.62,-45.8,-37.86,-42.749,-43.36
56.79,55.57,58.63,56.18,46.4,29.311,-23.81,-48.85,5.49,-45.8,-51.91,0.61,-12.83,-11,-12.82,-12.821,-27.48,-1.83,-18.93,3.67,-42.749,-43.36,-39.7,-38.47,64.11,28.7,-26.26,-3.66,-6.72,-4.89,12.82,-23.2,-51.29,-16.48,-45.8,-29.31,-23.2,-18.32,-21.37,-20.76,-19.54,-43.35,-50.07,-63.51,-81.83,-17.71,-76.33,-7.33,-39.69,-70.23,-45.19,-37.86,-42.749,-43.36
56.79,55.57,58.02,56.18,47.02,29.921,-24.42,-49.46,5.49,-45.19,-51.29,1.22,-12.83,-11,-12.82,-13.431,-26.87,-2.44,-18.93,3.67,-42.749,-43.36,-39.7,-38.47,63.5,28.7,-26.26,-3.66,-6.72,-4.28,13.43,-23.2,-51.29,-15.87,-45.19,-29.31,-22.59,-18.32,-21.99,-20.76,-19.54,-42.74,-50.07,-62.9,-81.83,-17.1,-75.72,-7.33,-39.08,-69.62,-45.8,-39.09,-42.749,-43.36
57.4,56.18,58.02,55.57,47.63,29.311,-24.42,-50.07,5.49,-45.19,-51.91,1.22,-13.44,-11,-12.82,-12.821,-26.87,-1.83,-19.54,3.67,-43.359,-43.36,-40.31,-38.47,64.11,28.7,-26.26,-3.05,-6.11,-4.89,13.43,-23.2,-50.68,-15.87,-45.8,-29.31,-22.59,-17.7,-21.99,-21.98,-19.54,-42.74,-50.07,-63.51,-81.83,-17.1,-75.72,-7.33,-39.69,-70.23,-45.8,-38.47,-43.359,-43.36
56.79,55.57,58.02,56.18,47.63,29.311,-23.81,-49.46,6.1,-45.19,-51.91,0.61,-12.83,-11,-12.82,-12.821,-26.87,-2.44,-18.93,4.28,-42.749,-43.97,-39.7,-39.09,64.11,28.7,-26.87,-3.05,-5.5,-4.28,13.43,-22.59,-50.68,-15.87,-45.19,-29.31,-23.2,-18.32,-21.99,-21.37,-19.54,-43.96,-50.68,-63.51,-81.83,-17.1,-75.72,-7.33,-39.69,-70.23,-45.8,-38.47,-42.749,-43.97
57.4,55.57,58.02,56.18,48.24,29.311,-24.42,-50.68,6.1,-45.19,-52.52,0.61,-13.44,-11,-12.82,-12.821,-26.87,-1.83,-18.93,3.67,-42.749,-43.36,-39.7,-38.47,64.11,28.7,-26.87,-3.05,-5.5,-4.28,13.43,-22.59,-50.68,-15.87,-45.19,-28.7,-23.2,-17.7,-21.99,-21.37,-19.54,-43.35,-50.07,-63.51,-81.83,-17.1,-75.72,-7.33,-39.69,-70.23,-46.41,-38.47,-42.749,-43.36
57.4,56.79,58.02,56.18,48.85,29.311,-24.42,-50.07,6.1,-45.8,-52.52,0,-13.44,-11,-13.43,-13.431,-26.87,-3.05,-18.93,3.67,-42.749,-43.97,-39.7,-39.09,64.11,28.7,-26.87,-3.05,-5.5,-4.28,14.04,-22.59,-50.07,-15.87,-45.19,-29.31,-22.59,-17.7,-21.99,-21.37,-20.15,-43.96,-50.07,-63.51,-81.83,-17.1,-75.72,-6.72,-40.3,-70.23,-46.41,-38.47,-42.749,-43.97
58.01,56.18,58.63,56.18,48.85,28.701,-24.42,-50.07,6.1,-45.19,-51.91,0.61,-13.44,-11,-12.82,-13.431,-26.87,-2.44,-18.93,4.28,-42.749,-43.97,-39.7,-38.47,63.5,28.09,-26.87,-3.05,-5.5,-3.67,14.04,-22.59,-50.68,-15.87,-44.58,-29.31,-23.81,-18.32,-21.99,-21.37,-20.15,-44.58,-50.68,-63.51,-82.44,-17.1,-75.11,-7.33,-40.3,-70.23,-47.02,-39.09,-42.749,-43.97
57.4,56.79,58.02,55.57,48.85,28.701,-23.81,-50.07,6.71,-45.19,-51.91,0,-13.44,-11,-12.82,-12.821,-26.87,-2.44,-18.93,4.28,-43.359,-43.97,-39.7,-38.47,63.5,27.48,-26.87,-3.05,-5.5,-3.67,14.65,-21.98,-50.68,-15.87,-45.19,-29.31,-23.2,-17.7,-21.99,-21.37,-20.15,-43.96,-50.07,-63.51,-81.83,-17.1,-75.72,-7.33,-40.91,-70.84,-47.02,-38.47,-43.359,-43.97
57.4,56.18,58.63,56.18,48.24,28.701,-24.42,-50.68,6.71,-45.19,-52.52,0.61,-13.44,-11,-12.82,-12.821,-26.87,-2.44,-18.93,4.28,-42.749,-43.97,-39.7,-39.09,63.5,28.09,-26.87,-2.44,-4.88,-3.06,14.65,-22.59,-50.07,-15.26,-44.58,-28.7,-23.81,-18.32,-22.6,-21.37,-20.15,-43.35,-51.29,-64.12,-81.83,-17.71,-75.72,-7.33,-40.91,-70.84,-47.02,-39.09,-42.749,-43.97
57.4,56.18,58.02,55.57,48.24,28.701,-24.42,-50.68,6.71,-45.8,-51.91,0.61,-13.44,-11,-13.43,-13.431,-26.87,-3.05,-18.93,4.28,-43.359,-43.97,-39.7,-39.09,63.5,28.09,-26.26,-3.05,-4.88,-3.06,14.04,-22.59,-50.07,-15.26,-45.19,-28.7,-23.81,-18.93,-21.99,-21.98,-20.15,-43.96,-50.68,-64.73,-81.83,-17.1,-75.11,-7.33,-40.3,-70.84,-47.02,-39.09,-43.359,-43.97
56.79,56.18,58.63,56.18,48.24,28.701,-23.81,-50.68,6.71,-45.8,-51.91,0,-13.44,-12.22,-13.43,-12.821,-26.87,-2.44,-18.93,4.28,-43.359,-43.97,-39.7,-39.09,63.5,28.09,-26.87,-2.44,-5.5,-3.06,14.65,-22.59,-49.46,-15.87,-44.58,-29.31,-23.81,-18.32,-21.99,-21.37,-20.15,-44.58,-51.29,-63.51,-81.83,-17.1,-75.11,-6.72,-40.91,-71.45,-47.63,-38.47,-43.359,-43.97
56.79,56.18,58.02,55.57,48.24,28.091,-24.42,-50.68,6.71,-45.19,-51.91,0,-13.44,-12.22,-13.43,-14.042,-27.48,-3.66,-18.31,4.89,-42.749,-43.36,-39.7,-39.09,62.89,27.48,-26.87,-2.44,-4.88,-3.06,14.65,-21.98,-50.07,-15.87,-44.58,-29.31,-23.81,-18.32,-22.6,-21.37,-20.15,-44.58,-51.29,-64.73,-81.83,-17.1,-75.11,-7.33,-40.91,-71.45,-47.63,-38.47,-42.749,-43.36
57.4,56.79,58.63,56.18,47.63,28.701,-24.42,-50.68,7.32,-45.19,-51.91,0.61,-13.44,-11.61,-12.82,-13.431,-26.87,-3.05,-18.93,4.89,-42.749,-43.97,-40.31,-39.09,63.5,27.48,-27.48,-3.05,-4.88,-3.06,14.65,-22.59,-49.46,-15.87,-44.58,-29.31,-23.2,-18.32,-22.6,-21.98,-20.76,-44.58,-50.68,-64.12,-81.83,-17.1,-75.72,-7.33,-40.91,-71.45,-47.63,-39.09,-42.749,-43.97
57.4,56.18,58.63,55.57,47.02,28.091,-24.42,-50.68,6.71,-45.8,-51.91,0,-13.44,-11.61,-13.43,-14.042,-26.87,-3.66,-18.93,4.28,-43.359,-43.97,-40.31,-39.09,62.89,28.09,-26.87,-2.44,-6.11,-2.45,14.65,-22.59,-49.46,-15.87,-44.58,-29.31,-23.2,-18.93,-21.99,-21.37,-20.15,-44.58,-50.68,-64.12,-81.83,-17.1,-75.11,-7.33,-40.91,-71.45,-48.24,-38.47,-43.359,-43.97
58.01,56.79,58.63,56.18,47.02,28.091,-24.42,-51.29,7.32,-45.8,-52.52,0,-13.44,-11.61,-13.43,-13.431,-27.48,-3.05,-18.31,4.28,-43.359,-43.97,-39.7,-39.7,62.89,27.48,-26.87,-2.44,-5.5,-2.45,14.65,-23.2,-49.46,-15.87,-44.58,-29.92,-23.81,-18.93,-22.6,-21.37,-20.76,-45.19,-50.68,-64.12,-82.44,-17.1,-75.11,-6.72,-41.53,-71.45,-48.24,-39.09,-43.359,-43.97
57.4,56.79,58.63,56.18,47.02,28.091,-25.03,-51.29,6.71,-44.58,-51.91,0.61,-14.05,-12.22,-14.04,-14.042,-26.87,-3.66,-18.31,4.28,-43.359,-43.97,-40.31,-39.09,62.89,27.48,-26.87,-2.44,-5.5,-1.84,14.65,-22.59,-49.46,-15.87,-43.97,-29.31,-23.81,-18.93,-22.6,-21.37,-20.15,-45.19,-50.68,-64.73,-81.21,-17.1,-74.5,-6.72,-41.53,-72.06,-48.24,-39.09,-43.359,-43.97
58.62,56.18,58.63,55.57,46.4,28.091,-25.03,-51.9,6.71,-45.19,-52.52,0.61,-13.44,-12.22,-13.43,-13.431,-26.87,-3.66,-18.31,4.28,-43.359,-43.97,-40.31,-39.09,62.89,27.48,-26.87,-1.83,-4.88,-1.84,15.26,-23.2,-48.85,-15.26,-43.97,-29.31,-23.2,-18.32,-21.99,-21.37,-20.15,-45.8,-51.29,-64.73,-82.44,-17.1,-75.11,-7.33,-41.53,-72.06,-48.24,-39.7,-43.359,-43.97
58.62,56.79,59.24,56.18,46.4,27.481,-25.03,-51.29,7.32,-45.8,-52.52,0.61,-14.05,-12.22,-13.43,-14.042,-26.87,-3.66,-18.93,4.28,-43.359,-44.58,-40.31,-39.7,62.28,26.87,-26.87,-2.44,-4.27,-1.23,15.26,-22.59,-48.24,-15.26,-43.97,-29.31,-23.2,-18.32,-21.99,-21.37,-20.15,-45.19,-50.68,-64.73,-81.83,-17.1,-74.5,-6.72,-41.53,-72.06,-48.24,-39.09,-43.359,-44.58
59.23,56.79,59.24,55.57,45.79,27.481,-24.42,-51.9,7.32,-45.19,-51.91,0.61,-14.05,-12.83,-13.43,-14.042,-26.87,-4.27,-18.31,4.28,-43.359,-44.58,-40.31,-39.7,62.89,26.87,-27.48,-2.44,-4.27,-1.84,15.26,-22.59,-48.85,-15.87,-43.97,-29.92,-23.81,-18.32,-21.99,-21.98,-20.76,-45.19,-51.29,-64.73,-81.83,-17.1,-74.5,-7.33,-42.14,-72.67,-48.85,-39.7,-43.359,-44.58
58.62,56.18,58.63,56.18,45.79,27.481,-24.42,-51.29,7.32,-45.19,-51.91,0,-14.66,-12.83,-14.04,-14.042,-26.87,-4.27,-18.31,4.89,-43.359,-44.58,-40.92,-39.7,62.28,26.26,-27.48,-1.83,-4.27,-1.23,15.26,-22.59,-48.85,-15.26,-43.97,-29.31,-23.81,-18.32,-22.6,-21.98,-20.15,-45.8,-51.29,-65.34,-81.83,-17.1,-73.89,-7.33,-42.14,-72.67,-48.85,-39.7,-43.359,-44.58
58.62,56.18,58.63,55.57,45.79,27.481,-24.42,-51.9,7.32,-45.19,-51.91,0,-14.66,-12.83,-14.04,-14.042,-27.48,-4.27,-18.31,4.28,-43.359,-43.97,-40.92,-39.7,62.28,26.87,-26.87,-1.22,-3.66,-1.23,15.26,-22.59,-48.24,-14.65,-43.36,-29.31,-23.81,-18.93,-21.99,-21.37,-20.76,-45.8,-51.29,-65.34,-81.83,-17.1,-74.5,-6.72,-42.14,-73.28,-48.85,-39.09,-43.359,-43.97
59.23,56.18,58.63,55.57,45.18,27.481,-25.03,-51.9,7.32,-45.19,-51.91,0.61,-15.27,-12.83,-14.04,-14.65,-26.87,-4.27,-17.7,4.89,-43.969,-44.58,-40.31,-39.7,61.67,26.87,-27.48,-1.83,-3.05,-1.23,15.26,-22.59,-47.63,-15.26,-43.36,-29.92,-23.2,-18.32,-22.6,-21.37,-20.76,-46.41,-51.29,-65.34,-81.83,-17.1,-73.89,-6.72,-42.14,-72.67,-49.46,-39.09,-43.969,-44.58
58.62,56.18,58.63,55.57,45.18,26.871,-25.03,-51.9,7.32,-45.19,-51.91,0.61,-15.27,-12.83,-14.04,-14.65,-27.48,-4.27,-17.7,4.89,-43.359,-44.58,-40.92,-39.09,61.67,26.26,-26.87,-1.22,-3.05,-1.84,15.26,-21.98,-48.24,-14.65,-43.36,-29.92,-23.81,-18.32,-21.99,-21.98,-20.76,-45.8,-51.9,-65.34,-81.21,-17.1,-73.89,-6.72,-42.75,-73.28,-49.46,-39.7,-43.359,-44.58
59.23,56.18,58.63,55.57,45.18,27.481,-25.03,-51.9,7.94,-45.19,-51.91,0,-15.88,-12.83,-14.65,-15.26,-27.48,-4.88,-17.7,4.89,-43.969,-44.58,-40.92,-39.7,61.67,26.26,-26.87,-0.61,-3.05,-1.84,15.26,-21.98,-47.63,-14.65,-43.36,-29.92,-23.81,-18.32,-21.99,-21.98,-20.76,-46.41,-51.29,-65.34,-81.83,-17.1,-73.89,-6.72,-42.75,-73.89,-50.07,-39.7,-43.969,-44.58
58.62,55.57,59.24,55.57,45.18,26.871,-24.42,-52.51,7.32,-45.8,-52.52,0,-15.88,-13.44,-14.04,-15.26,-27.48,-4.88,-18.31,4.89,-43.969,-45.19,-40.92,-39.7,61.67,26.26,-26.87,-1.22,-3.66,-1.84,15.26,-22.59,-47.63,-15.26,-43.36,-29.92,-23.2,-18.32,-22.6,-21.98,-20.76,-47.02,-51.29,-65.95,-81.83,-17.71,-73.89,-6.72,-42.75,-73.89,-49.46,-40.31,-43.969,-45.19
58.01,56.18,59.24,55.57,45.18,26.871,-25.03,-51.9,7.32,-45.19,-51.29,0.61,-15.88,-13.44,-14.65,-15.26,-27.48,-4.88,-17.7,4.28,-44.579,-45.19,-40.31,-39.7,61.06,26.26,-26.87,-1.22,-3.66,-1.84,15.26,-21.98,-48.24,-15.26,-43.36,-30.53,-23.2,-18.32,-21.99,-21.98,-20.76,-47.02,-51.29,-65.34,-81.83,-17.1,-73.28,-7.33,-42.75,-74.5,-50.07,-39.09,-44.579,-45.19
58.62,55.57,59.24,54.96,45.18,26.871,-25.03,-52.51,7.32,-45.19,-52.52,0.61,-15.88,-13.44,-15.26,-15.26,-28.09,-5.49,-18.31,4.89,-43.969,-45.19,-40.31,-39.7,61.06,26.26,-27.48,-0.61,-3.66,-1.23,15.87,-21.98,-47.63,-14.65,-43.36,-30.53,-23.81,-18.32,-21.99,-21.37,-20.15,-47.63,-51.29,-65.95,-81.21,-17.71,-73.28,-6.72,-43.36,-73.89,-50.68,-39.7,-43.969,-45.19
58.62,55.57,59.24,54.96,44.57,26.871,-25.03,-52.51,7.32,-45.19,-51.91,0.61,-15.88,-14.05,-15.26,-15.26,-28.09,-4.88,-17.7,4.28,-45.189,-45.8,-40.92,-40.31,61.06,26.26,-27.48,-0.61,-3.66,-1.84,15.26,-21.98,-47.63,-14.65,-43.36,-30.53,-23.2,-18.93,-21.99,-21.98,-20.15,-47.02,-51.29,-65.95,-81.83,-17.1,-73.89,-7.33,-43.36,-74.5,-50.68,-40.31,-45.189,-45.8
58.01,55.57,59.24,54.96,44.57,26.261,-25.03,-52.51,7.32,-45.19,-51.91,0.61,-15.88,-14.05,-14.65,-15.26,-28.09,-5.49,-17.09,4.89,-43.969,-45.19,-40.31,-39.7,61.06,25.65,-27.48,0,-3.66,-1.84,15.26,-21.98,-47.02,-14.65,-42.75,-30.53,-23.2,-17.7,-21.99,-21.98,-20.76,-47.63,-51.9,-65.95,-81.21,-17.1,-73.89,-6.72,-43.36,-74.5,-51.29,-40.92,-43.969,-45.19
58.01,55.57,59.85,55.57,44.57,26.871,-25.03,-51.9,7.32,-45.8,-52.52,0.61,-15.88,-14.66,-15.26,-14.65,-28.09,-5.49,-17.7,4.28,-44.579,-45.19,-40.92,-39.7,60.45,25.65,-27.48,0,-3.66,-1.84,15.26,-22.59,-47.02,-15.26,-42.75,-31.14,-23.81,-18.32,-22.6,-21.37,-20.76,-47.63,-51.29,-65.95,-81.21,-17.1,-73.89,-7.33,-43.36,-75.11,-51.29,-40.31,-44.579,-45.19
58.01,54.96,59.85,55.57,43.35,26.261,-24.42,-52.51,7.94,-45.19,-51.91,0.61,-15.88,-14.05,-15.88,-15.87,-28.7,-6.1,-17.7,5.5,-45.189,-45.19,-40.92,-40.31,60.45,25.04,-27.48,-0.61,-4.27,-2.45,15.26,-21.98,-47.02,-14.65,-43.36,-30.53,-23.81,-18.93,-22.6,-21.37,-20.76,-48.24,-51.29,-66.56,-81.21,-17.1,-73.28,-7.94,-43.97,-75.11,-51.29,-39.7,-45.189,-45.19
58.62,54.96,59.85,54.96,43.35,26.261,-25.03,-52.51,7.94,-45.19,-52.52,0.61,-16.49,-14.66,-15.26,-15.87,-28.7,-6.1,-17.09,4.89,-45.189,-45.19,-40.92,-40.31,60.45,25.65,-27.48,0,-3.66,-1.84,15.26,-21.37,-47.02,-15.26,-42.75,-30.53,-23.2,-18.93,-21.99,-21.37,-20.76,-48.24,-51.29,-66.56,-81.83,-17.1,-73.28,-7.33,-44.58,-75.11,-51.29,-40.31,-45.189,-45.19
58.62,54.96,59.85,54.96,43.35,26.261,-24.42,-52.51,7.94,-45.8,-52.52,0.61,-16.49,-15.27,-15.26,-15.87,-28.7,-6.72,-17.7,4.89,-45.189,-45.8,-41.53,-40.31,60.45,25.65,-27.48,0,-3.66,-1.84,15.26,-21.98,-46.41,-14.65,-43.36,-30.53,-23.81,-18.32,-21.99,-21.37,-20.76,-48.24,-51.9,-66.56,-81.21,-17.1,-72.67,-7.33,-44.58,-75.11,-51.9,-40.31,-45.189,-45.8
58.62,54.96,59.85,54.35,43.35,25.651,-25.03,-53.12,7.32,-45.19,-51.91,1.22,-16.49,-15.27,-15.88,-15.87,-28.7,-6.1,-17.09,4.89,-44.579,-45.8,-41.53,-40.31,59.84,25.04,-28.09,-0.61,-3.66,-2.45,15.26,-21.37,-46.41,-14.65,-42.75,-30.53,-23.81,-18.32,-21.99,-21.37,-20.76,-48.24,-51.29,-66.56,-81.21,-17.1,-72.67,-7.33,-44.58,-75.11,-51.9,-40.31,-44.579,-45.8
58.62,54.35,59.24,54.35,42.74,25.651,-25.03,-52.51,7.94,-45.19,-51.91,1.22,-16.49,-15.27,-15.88,-15.87,-28.7,-6.1,-17.09,4.89,-45.189,-45.8,-41.53,-40.31,59.84,25.65,-28.09,-1.22,-3.66,-2.45,15.87,-21.98,-46.41,-14.04,-42.14,-31.14,-23.81,-18.32,-22.6,-21.37,-20.76,-48.24,-51.9,-66.56,-81.83,-17.1,-72.67,-6.72,-44.58,-75.11,-51.9,-40.92,-45.189,-45.8
59.23,54.35,59.24,54.35,42.74,26.261,-24.42,-52.51,7.32,-45.8,-52.52,1.22,-17.1,-15.88,-15.88,-15.87,-29.31,-6.72,-17.09,4.89,-44.579,-45.8,-41.53,-40.31,59.23,25.65,-27.48,-1.22,-3.66,-2.45,15.26,-21.98,-46.41,-12.82,-42.75,-31.14,-23.2,-18.93,-21.99,-21.37,-20.15,-49.46,-51.9,-66.56,-80.6,-17.1,-72.67,-7.33,-44.58,-76.33,-52.51,-40.92,-44.579,-45.8
59.23,54.35,59.24,53.74,42.13,25.041,-25.03,-53.12,7.32,-45.8,-52.52,1.22,-17.1,-15.88,-15.88,-16.48,-29.31,-7.33,-17.09,4.89,-45.799,-45.19,-41.53,-40.31,59.84,25.04,-27.48,-0.61,-3.66,-2.45,15.26,-21.98,-45.8,-12.82,-42.75,-31.75,-23.81,-18.93,-22.6,-21.37,-20.15,-49.46,-51.29,-65.95,-80.6,-16.48,-72.67,-6.72,-45.19,-76.33,-52.51,-40.92,-45.799,-45.19
59.23,54.35,59.24,53.74,42.13,25.041,-24.42,-52.51,7.94,-45.19,-51.91,1.22,-17.71,-15.88,-15.88,-16.48,-28.7,-7.94,-17.09,5.5,-45.189,-45.8,-40.92,-40.92,59.23,25.65,-27.48,-1.22,-2.44,-2.45,15.26,-21.37,-46.41,-12.21,-42.75,-31.75,-23.81,-18.32,-21.99,-20.76,-20.15,-49.46,-51.29,-67.17,-81.21,-17.1,-72.67,-6.72,-45.19,-76.33,-52.51,-40.31,-45.189,-45.8
59.23,53.74,58.63,53.13,42.13,25.041,-25.03,-52.51,7.32,-45.19,-52.52,1.22,-17.71,-16.49,-16.49,-16.48,-29.31,-7.33,-16.48,4.89,-45.189,-45.19,-42.14,-40.31,59.23,24.43,-27.48,-0.61,-3.05,-1.84,15.26,-21.98,-45.8,-12.21,-42.75,-31.75,-23.2,-18.32,-21.99,-21.98,-20.15,-49.46,-51.29,-67.17,-80.6,-16.48,-72.67,-7.33,-45.8,-76.33,-52.51,-40.92,-45.189,-45.19
59.23,53.74,58.63,53.13,42.13,25.041,-24.42,-53.12,7.32,-45.8,-52.52,1.22,-17.71,-16.49,-17.1,-17.1,-29.92,-7.33,-16.48,4.89,-45.189,-45.8,-41.53,-40.92,58.62,25.04,-27.48,-0.61,-3.05,-1.84,15.26,-21.37,-45.8,-12.82,-42.14,-31.14,-23.2,-18.93,-21.99,-21.37,-20.15,-50.07,-51.29,-66.56,-80.6,-16.48,-72.06,-7.33,-45.8,-76.95,-52.51,-41.53,-45.189,-45.8
58.62,53.74,58.63,51.91,41.52,24.431,-24.42,-52.51,7.94,-45.8,-51.91,1.22,-18.32,-17.1,-17.1,-17.1,-29.31,-7.94,-16.48,5.5,-45.799,-45.19,-41.53,-40.92,59.23,25.04,-27.48,-0.61,-2.44,-1.23,15.26,-21.37,-45.8,-12.82,-42.14,-31.14,-23.2,-18.32,-21.37,-20.76,-20.76,-49.46,-51.9,-67.17,-81.21,-17.1,-72.06,-7.33,-45.19,-77.56,-53.12,-41.53,-45.799,-45.19
59.23,53.13,59.24,52.52,41.52,24.431,-24.42,-53.12,7.94,-45.8,-52.52,1.22,-17.71,-17.1,-17.1,-17.71,-29.92,-7.94,-16.48,4.89,-45.189,-45.8,-41.53,-40.31,58.62,25.04,-27.48,-1.22,-3.05,-1.84,15.87,-21.37,-45.19,-12.82,-42.75,-31.75,-23.2,-18.32,-21.99,-21.37,-20.15,-50.07,-51.29,-67.17,-80.6,-16.48,-71.45,-6.72,-45.8,-76.95,-53.12,-40.92,-45.189,-45.8
58.62,53.74,58.63,51.3,40.91,24.431,-23.81,-52.51,7.94,-46.41,-52.52,1.83,-18.32,-17.1,-17.71,-17.1,-29.92,-7.94,-16.48,6.11,-45.799,-45.8,-42.14,-40.92,58.62,24.43,-27.48,-0.61,-2.44,-1.84,16.48,-21.37,-45.19,-12.21,-42.14,-32.36,-23.2,-18.32,-21.37,-21.37,-19.54,-50.07,-51.29,-67.17,-81.21,-17.1,-72.06,-6.72,-45.8,-77.56,-53.12,-41.53,-45.799,-45.8
58.62,52.52,58.02,51.3,40.91,23.811,-23.81,-52.51,7.94,-45.8,-51.91,1.22,-18.93,-17.71,-17.71,-17.71,-29.92,-8.55,-16.48,5.5,-45.189,-45.8,-42.14,-40.92,58.01,25.04,-27.48,0,-2.44,-1.84,15.87,-20.76,-45.8,-12.82,-42.14,-31.75,-23.2,-18.32,-21.37,-20.76,-20.15,-50.68,-51.9,-67.78,-80.6,-16.48,-72.06,-7.94,-45.8,-78.17,-53.12,-42.14,-45.189,-45.8
57.4,53.13,58.63,51.3,40.3,24.431,-23.81,-52.51,7.94,-45.8,-51.91,1.22,-18.93,-18.32,-17.1,-17.71,-29.92,-8.55,-16.48,5.5,-45.799,-46.41,-42.14,-40.92,58.62,24.43,-27.48,0,-3.66,-1.23,16.48,-21.37,-45.19,-12.82,-42.14,-32.36,-22.59,-17.7,-21.37,-20.76,-20.15,-50.68,-51.29,-67.78,-81.21,-17.1,-71.45,-6.72,-46.41,-77.56,-53.74,-41.53,-45.799,-46.41
58.01,53.13,58.02,50.69,40.3,23.811,-23.81,-53.12,7.94,-45.8,-51.91,1.22,-20.16,-18.32,-17.1,-17.71,-29.92,-9.16,-15.87,4.89,-45.799,-46.41,-42.14,-40.92,57.4,24.43,-27.48,0,-2.44,-1.84,15.87,-20.76,-44.57,-12.82,-42.14,-32.36,-22.59,-18.32,-21.37,-20.76,-19.54,-51.29,-51.29,-67.17,-80.6,-16.48,-71.45,-7.33,-45.8,-78.17,-53.74,-41.53,-45.799,-46.41
58.01,52.52,57.41,51.3,39.69,23.201,-23.81,-53.12,7.32,-45.8,-51.91,1.83,-20.16,-19.55,-17.71,-18.32,-30.53,-9.16,-16.48,5.5,-46.409,-46.41,-42.14,-40.92,58.01,25.04,-28.09,0.61,-3.66,-1.23,15.87,-20.76,-44.57,-12.82,-42.14,-32.36,-22.59,-18.32,-21.99,-20.76,-20.15,-50.68,-51.9,-67.78,-80.6,-17.1,-70.84,-7.33,-46.41,-78.17,-54.35,-42.14,-46.409,-46.41
58.01,52.52,58.02,50.07,39.69,23.201,-23.81,-52.51,7.94,-45.8,-51.91,2.44,-20.16,-18.93,-17.71,-18.32,-30.53,-9.16,-16.48,5.5,-45.799,-47.02,-42.14,-41.53,57.4,24.43,-28.09,0.61,-3.66,-1.23,15.87,-20.76,-44.57,-12.21,-42.14,-32.97,-23.2,-18.32,-21.37,-21.37,-20.15,-51.29,-51.9,-67.78,-80.6,-17.1,-70.84,-7.33,-47.02,-78.17,-54.96,-42.14,-45.799,-47.02
57.4,52.52,56.8,50.07,39.08,23.201,-23.81,-53.12,7.94,-46.41,-52.52,2.44,-20.77,-18.93,-18.32,-18.32,-30.53,-9.77,-15.87,5.5,-45.799,-47.02,-42.75,-41.53,57.4,24.43,-28.09,0,-3.66,-1.23,16.48,-20.15,-45.19,-12.82,-42.14,-32.97,-23.2,-18.32,-21.37,-20.76,-20.15,-51.9,-51.9,-67.78,-80.6,-17.1,-70.84,-7.33,-47.02,-78.78,-54.96,-42.14,-45.799,-47.02
58.01,52.52,57.41,50.07,39.08,23.201,-23.81,-53.12,7.94,-46.41,-51.91,1.83,-20.16,-18.93,-18.32,-18.93,-31.14,-9.77,-15.87,5.5,-45.799,-47.02,-42.75,-40.92,56.79,23.82,-28.09,0.61,-3.05,-1.23,17.09,-20.15,-44.57,-12.21,-41.53,-32.36,-23.2,-17.7,-21.37,-20.76,-20.15,-51.9,-51.29,-67.78,-80.6,-16.48,-70.84,-7.33,-47.02,-78.17,-54.96,-42.14,-45.799,-47.02
